CustomerID,Churn,Tenure,TenureCohort,RiskLevel,DaySinceLastOrder,OrderCount,CashbackAmount,SatisfactionScore,Complain,CityTier,Gender,RFM_Score,RFMSegment
51743,0,0.0,New (0-3m),CRITICAL RISK,3.0,1.0,144.87,1,1,3,Female,7,At Risk
51809,1,0.0,New (0-3m),CRITICAL RISK,0.0,1.0,123.4,1,1,1,Male,8,At Risk
51820,0,0.0,New (0-3m),CRITICAL RISK,4.0,1.0,127.25,1,1,1,Male,6,Lost Customers
51851,0,0.0,New (0-3m),CRITICAL RISK,2.0,1.0,56.0,1,1,1,Female,7,At Risk
51867,0,0.0,New (0-3m),CRITICAL RISK,4.0,1.0,146.47,1,1,3,Female,7,At Risk
51908,1,0.0,New (0-3m),CRITICAL RISK,8.0,7.0,126.86,1,1,1,Male,8,At Risk
51948,0,3.0,New (0-3m),CRITICAL RISK,0.0,1.0,168.77,1,1,1,Female,10,Potential Loyalists
51956,0,0.0,New (0-3m),CRITICAL RISK,3.0,1.0,228.08,1,1,1,Male,11,Potential Loyalists
52002,1,0.0,New (0-3m),CRITICAL RISK,1.0,1.0,127.95,1,1,1,Male,8,At Risk
52039,1,0.0,New (0-3m),CRITICAL RISK,7.0,3.0,203.25,1,1,3,Male,10,Potential Loyalists
52041,1,0.0,New (0-3m),HIGH RISK,46.0,11.0,206.09,3,0,3,Male,10,Potential Loyalists
52122,1,0.0,New (0-3m),CRITICAL RISK,2.0,1.0,123.23,1,1,3,Female,7,At Risk
52142,1,0.0,New (0-3m),CRITICAL RISK,6.0,5.0,136.91,1,1,1,Male,8,At Risk
52171,0,2.0,New (0-3m),CRITICAL RISK,2.0,1.0,150.56,1,1,1,Male,8,At Risk
52188,1,0.0,New (0-3m),CRITICAL RISK,0.0,1.0,125.15,1,1,1,Female,8,At Risk
52206,1,0.0,New (0-3m),CRITICAL RISK,0.0,1.0,128.53,1,1,1,Male,8,At Risk
52249,0,2.0,New (0-3m),CRITICAL RISK,0.0,1.0,166.23,1,1,1,Male,10,Potential Loyalists
52255,0,0.0,New (0-3m),CRITICAL RISK,1.0,1.0,129.94,1,1,1,Female,8,At Risk
52257,1,0.0,New (0-3m),CRITICAL RISK,0.0,1.0,111.18,1,1,3,Male,8,At Risk
52258,0,0.0,New (0-3m),CRITICAL RISK,2.0,2.0,128.75,1,1,1,Male,7,At Risk
52275,0,1.0,New (0-3m),CRITICAL RISK,2.0,2.0,138.67,1,1,1,Male,7,At Risk
52342,0,0.0,New (0-3m),CRITICAL RISK,4.0,4.0,157.69,1,1,3,Female,10,Potential Loyalists
52353,1,0.0,New (0-3m),CRITICAL RISK,7.0,7.0,175.53,1,1,1,Female,11,Potential Loyalists
52382,1,0.0,New (0-3m),CRITICAL RISK,2.0,2.0,137.22,1,1,1,Male,7,At Risk
52513,1,0.0,New (0-3m),CRITICAL RISK,2.0,2.0,154.4,1,1,3,Male,9,At Risk
52514,0,0.0,New (0-3m),CRITICAL RISK,3.0,1.0,137.6,1,1,1,Female,7,At Risk
52532,1,0.0,New (0-3m),CRITICAL RISK,7.0,6.0,145.81,1,1,3,Male,9,At Risk
52627,1,0.0,New (0-3m),CRITICAL RISK,7.0,7.0,158.13,1,1,3,Male,10,Potential Loyalists
52663,0,0.0,New (0-3m),CRITICAL RISK,2.0,1.0,123.79,1,1,1,Female,7,At Risk
52678,1,0.0,New (0-3m),CRITICAL RISK,0.0,1.0,124.39,1,1,1,Male,8,At Risk
52710,0,1.0,New (0-3m),CRITICAL RISK,7.0,1.0,168.34,1,1,3,Male,7,At Risk
52741,1,0.0,New (0-3m),CRITICAL RISK,8.0,1.0,156.17,1,1,3,Male,6,Lost Customers
52788,1,0.0,New (0-3m),CRITICAL RISK,2.0,2.0,147.87,1,1,1,Male,8,At Risk
52823,1,1.0,New (0-3m),CRITICAL RISK,1.0,3.0,147.93,2,1,1,Male,11,Potential Loyalists
52832,1,1.0,New (0-3m),CRITICAL RISK,1.0,2.0,154.26,2,1,1,Female,10,Potential Loyalists
52920,1,1.0,New (0-3m),CRITICAL RISK,2.0,2.0,148.89,2,1,1,Male,8,At Risk
52925,1,1.0,New (0-3m),CRITICAL RISK,5.0,2.0,149.36,2,1,1,Male,6,Lost Customers
52984,1,1.0,New (0-3m),CRITICAL RISK,5.0,8.0,183.28,2,1,3,Male,11,Potential Loyalists
53014,1,1.0,New (0-3m),CRITICAL RISK,3.0,3.0,159.64,2,1,1,Male,10,Potential Loyalists
53069,1,1.0,New (0-3m),CRITICAL RISK,5.0,2.0,178.04,2,1,3,Male,9,At Risk
53076,1,1.0,New (0-3m),CRITICAL RISK,1.0,2.0,147.85,2,1,1,Male,10,Potential Loyalists
53088,0,1.0,New (0-3m),CRITICAL RISK,4.0,2.0,169.87,2,1,3,Female,9,At Risk
53154,1,1.0,New (0-3m),CRITICAL RISK,1.0,2.0,148.4,2,1,1,Male,10,Potential Loyalists
53165,0,1.0,New (0-3m),CRITICAL RISK,5.0,2.0,152.25,2,1,1,Male,7,At Risk
53196,0,1.0,New (0-3m),CRITICAL RISK,3.0,2.0,151.59,2,1,1,Female,8,At Risk
53212,0,1.0,New (0-3m),CRITICAL RISK,5.0,2.0,171.47,2,1,3,Female,8,At Risk
53253,1,1.0,New (0-3m),CRITICAL RISK,9.0,8.0,151.86,2,1,1,Male,8,At Risk
53301,0,1.0,New (0-3m),CRITICAL RISK,9.0,2.0,253.08,2,1,1,Male,9,At Risk
53347,1,1.0,New (0-3m),CRITICAL RISK,2.0,2.0,152.95,2,1,1,Male,9,At Risk
53384,1,1.0,New (0-3m),CRITICAL RISK,3.0,4.0,228.25,2,1,3,Male,13,Loyal Customers
53467,1,1.0,New (0-3m),CRITICAL RISK,3.0,2.0,148.23,2,1,3,Female,8,At Risk
53487,1,1.0,New (0-3m),CRITICAL RISK,7.0,6.0,161.91,2,1,1,Male,10,Potential Loyalists
53516,0,3.0,New (0-3m),CRITICAL RISK,3.0,2.0,175.56,2,1,1,Male,10,Potential Loyalists
53533,1,1.0,New (0-3m),CRITICAL RISK,1.0,2.0,150.15,2,1,1,Female,10,Potential Loyalists
53550,0,3.0,New (0-3m),CRITICAL RISK,4.0,2.0,146.68,2,1,1,Female,8,At Risk
53551,1,1.0,New (0-3m),CRITICAL RISK,1.0,2.0,153.53,2,1,1,Male,10,Potential Loyalists
53594,0,3.0,New (0-3m),CRITICAL RISK,1.0,2.0,191.23,2,1,1,Male,12,Potential Loyalists
53600,0,1.0,New (0-3m),CRITICAL RISK,2.0,2.0,154.94,2,1,1,Female,10,Potential Loyalists
53602,1,1.0,New (0-3m),CRITICAL RISK,1.0,2.0,136.18,2,1,3,Male,9,At Risk
53603,0,1.0,New (0-3m),CRITICAL RISK,3.0,3.0,153.75,2,1,1,Male,10,Potential Loyalists
53620,0,2.0,New (0-3m),CRITICAL RISK,3.0,3.0,163.67,2,1,1,Male,10,Potential Loyalists
53687,0,1.0,New (0-3m),CRITICAL RISK,5.0,5.0,182.69,2,1,3,Female,11,Potential Loyalists
53698,1,1.0,New (0-3m),CRITICAL RISK,8.0,8.0,200.53,2,1,1,Female,10,Potential Loyalists
53727,1,1.0,New (0-3m),CRITICAL RISK,3.0,3.0,162.22,1,1,1,Male,10,Potential Loyalists
53844,1,1.0,New (0-3m),CRITICAL RISK,1.0,2.0,140.69,1,1,3,Female,9,At Risk
53858,1,1.0,New (0-3m),CRITICAL RISK,3.0,3.0,179.4,1,1,3,Male,11,Potential Loyalists
53859,0,1.0,New (0-3m),CRITICAL RISK,4.0,2.0,162.6,1,1,1,Female,8,At Risk
53877,1,1.0,New (0-3m),CRITICAL RISK,8.0,7.0,170.81,1,1,3,Male,9,At Risk
53904,1,1.0,New (0-3m),CRITICAL RISK,3.0,2.0,147.75,1,1,3,Male,8,At Risk
53972,1,1.0,New (0-3m),CRITICAL RISK,8.0,8.0,183.13,1,1,3,Male,10,Potential Loyalists
54008,0,1.0,New (0-3m),CRITICAL RISK,3.0,2.0,148.79,1,1,1,Female,8,At Risk
54023,1,1.0,New (0-3m),CRITICAL RISK,1.0,2.0,149.39,1,1,1,Male,10,Potential Loyalists
54055,0,2.0,New (0-3m),CRITICAL RISK,8.0,2.0,193.34,1,1,3,Male,8,At Risk
54086,1,1.0,New (0-3m),CRITICAL RISK,9.0,2.0,181.17,1,1,3,Male,8,At Risk
54133,1,1.0,New (0-3m),CRITICAL RISK,3.0,3.0,172.87,1,1,1,Male,10,Potential Loyalists
54178,0,1.0,New (0-3m),CRITICAL RISK,1.0,2.0,154.35,1,1,1,Male,11,Potential Loyalists
54195,1,1.0,New (0-3m),CRITICAL RISK,1.0,3.0,147.93,1,1,1,Male,11,Potential Loyalists
54215,0,1.0,New (0-3m),CRITICAL RISK,1.0,2.0,166.57,1,1,3,Female,11,Potential Loyalists
54263,1,1.0,New (0-3m),CRITICAL RISK,1.0,2.0,154.26,1,1,1,Female,11,Potential Loyalists
54390,1,1.0,New (0-3m),CRITICAL RISK,2.0,2.0,148.89,1,1,1,Male,9,At Risk
54395,1,1.0,New (0-3m),CRITICAL RISK,5.0,2.0,149.36,1,1,1,Male,7,At Risk
54454,1,1.0,New (0-3m),CRITICAL RISK,5.0,8.0,183.28,1,1,3,Male,11,Potential Loyalists
54484,1,1.0,New (0-3m),CRITICAL RISK,3.0,3.0,159.64,1,1,1,Male,10,Potential Loyalists
54539,1,1.0,New (0-3m),CRITICAL RISK,5.0,2.0,178.04,1,1,3,Male,9,At Risk
54546,1,1.0,New (0-3m),CRITICAL RISK,1.0,2.0,147.85,1,1,1,Male,10,Potential Loyalists
54558,0,1.0,New (0-3m),CRITICAL RISK,4.0,2.0,169.87,1,1,3,Female,8,At Risk
54624,1,1.0,New (0-3m),CRITICAL RISK,1.0,2.0,148.4,1,1,1,Male,10,Potential Loyalists
54635,0,1.0,New (0-3m),CRITICAL RISK,5.0,2.0,152.25,1,1,1,Male,7,At Risk
54666,0,1.0,New (0-3m),CRITICAL RISK,3.0,2.0,81.0,1,1,1,Female,8,At Risk
54682,0,1.0,New (0-3m),CRITICAL RISK,5.0,2.0,171.47,1,1,3,Female,9,At Risk
54723,1,1.0,New (0-3m),CRITICAL RISK,9.0,8.0,151.86,1,1,1,Male,8,At Risk
54771,0,1.0,New (0-3m),CRITICAL RISK,9.0,2.0,253.08,1,1,1,Male,10,Potential Loyalists
54817,1,1.0,New (0-3m),CRITICAL RISK,2.0,2.0,152.95,1,1,1,Male,10,Potential Loyalists
54854,1,1.0,New (0-3m),CRITICAL RISK,3.0,4.0,228.25,1,1,3,Male,13,Loyal Customers
54937,1,1.0,New (0-3m),CRITICAL RISK,3.0,2.0,148.23,1,1,3,Female,9,At Risk
54957,1,1.0,New (0-3m),CRITICAL RISK,7.0,6.0,161.91,1,1,1,Male,10,Potential Loyalists
54986,0,3.0,New (0-3m),CRITICAL RISK,3.0,2.0,175.56,1,1,1,Male,11,Potential Loyalists
55003,1,1.0,New (0-3m),CRITICAL RISK,1.0,2.0,150.15,1,1,1,Female,11,Potential Loyalists
55020,0,3.0,New (0-3m),CRITICAL RISK,4.0,2.0,146.68,1,1,1,Female,8,At Risk
55021,1,1.0,New (0-3m),CRITICAL RISK,1.0,2.0,153.53,1,1,1,Male,11,Potential Loyalists
55064,0,3.0,New (0-3m),CRITICAL RISK,1.0,2.0,191.23,1,1,1,Male,13,Loyal Customers
55070,0,1.0,New (0-3m),CRITICAL RISK,2.0,2.0,154.94,1,1,1,Female,11,Potential Loyalists
55072,1,1.0,New (0-3m),CRITICAL RISK,1.0,2.0,136.18,1,1,3,Male,10,Potential Loyalists
55073,0,1.0,New (0-3m),CRITICAL RISK,3.0,3.0,153.75,1,1,1,Male,10,Potential Loyalists
55090,0,2.0,New (0-3m),CRITICAL RISK,3.0,3.0,163.67,1,1,1,Male,10,Potential Loyalists
55157,0,1.0,New (0-3m),CRITICAL RISK,5.0,5.0,182.69,1,1,3,Female,11,Potential Loyalists
55168,1,1.0,New (0-3m),CRITICAL RISK,8.0,8.0,200.53,1,1,1,Female,10,Potential Loyalists
55197,1,1.0,New (0-3m),CRITICAL RISK,3.0,3.0,162.22,1,1,1,Male,10,Potential Loyalists
55314,1,1.0,New (0-3m),CRITICAL RISK,1.0,2.0,140.69,1,1,3,Female,10,Potential Loyalists
55328,1,1.0,New (0-3m),CRITICAL RISK,3.0,3.0,179.4,1,1,3,Male,11,Potential Loyalists
55329,0,1.0,New (0-3m),CRITICAL RISK,4.0,2.0,162.6,1,1,1,Female,9,At Risk
55347,1,1.0,New (0-3m),CRITICAL RISK,8.0,7.0,170.81,1,1,3,Male,9,At Risk
55374,1,1.0,New (0-3m),CRITICAL RISK,3.0,2.0,147.75,1,1,3,Male,9,At Risk
55442,1,1.0,New (0-3m),CRITICAL RISK,8.0,8.0,183.13,1,1,3,Male,10,Potential Loyalists
55478,0,1.0,New (0-3m),CRITICAL RISK,3.0,2.0,148.79,1,1,1,Female,9,At Risk
55493,1,1.0,New (0-3m),CRITICAL RISK,1.0,2.0,149.39,1,1,1,Male,11,Potential Loyalists
55525,0,2.0,New (0-3m),CRITICAL RISK,8.0,2.0,193.34,1,1,3,Male,9,At Risk
55556,1,1.0,New (0-3m),CRITICAL RISK,9.0,2.0,181.17,1,1,3,Male,9,At Risk
55603,1,1.0,New (0-3m),CRITICAL RISK,3.0,3.0,172.87,1,1,1,Male,10,Potential Loyalists
